"","Seazon","Number","Title","Rating","Votes","Duration","Cast"
"41",4,41,"Sztormy emocjonalne",8.6,497,47,"Lucy Wilska | Wójt Paweł Kozioł / Ksiądz Piotr Kozioł | Jakub ""Kusy"" Sokołowski | Michałowa, gospodyni księdza | Stacho Japycz, mąż Michałowej | Doktor Mieczysław Wezół | Halina Kozioł, żona wójta | Klaudia Kozioł, córka senatora | Andrzej Więcławski | Kazimiera Solejukowa | Celina Hadziukowa | Wiesława Oleś, dyrektorka szkoły | Maciej Solejuk | Tadeusz Hadziuk | Patryk Pietrek | Jola Pietrek | Barmanka Wioletka Kotecka | Policjant Stasiek Kotecki | Polonista Tomasz Witebski | Dorotka, córka Lucy i ""Kusego"" | Szymek Solejuk | Marianek Solejuk | Kasia Solejuk | Syn Solejuków | Dorota Wezółowa | Ksiądz Wikary Robert | Krystyna Więcławska"
"42",4,42,"Śluby i rozstania",8.7,503,48,"Lucy Wilska | Wójt Paweł Kozioł / Ksiądz Piotr Kozioł | Jakub ""Kusy"" Sokołowski | Michałowa, gospodyni księdza | Stacho Japycz, mąż Michałowej | Arkadiusz Czerepach | Kazimiera Solejukowa | Maciej Solejuk | Tadeusz Hadziuk | Patryk Pietrek | Andrzej Więcławski | Halina Kozioł, żona wójta | Klaudia Kozioł, córka senatora | Fabian Duda | Doktor Mieczysław Wezół | Celina Hadziukowa | Wiesława Oleś, dyrektorka szkoły | Jola Pietrek | Barmanka Wioletka Kotecka | Policjant Stasiek Kotecki | Księgowa Leokadia Czerepach / Księgowa Leokadia Paciorek | Zofia Steć, babka zielarka | Polonista Tomasz Witebski | Dorotka, córka Lucy i ""Kusego"" | Marianek Solejuk | Kasia Solejuk | Syn Solejuków | Krystyna Więcławska | Dorota Wezółowa | Ksiądz Wikary Robert"
"43",4,43,"Agent",8.6,492,46,"Lucy Wilska | Wójt Paweł Kozioł / Ksiądz Piotr Kozioł | Jakub ""Kusy"" Sokołowski | Michałowa, gospodyni księdza | Arkadiusz Czerepach | Barmanka Wioletka Kotecka | Policjant Stasiek Kotecki | Kazimiera Solejukowa | Maciej Solejuk | Tadeusz Hadziuk | Patryk Pietrek | Wiesława Oleś, dyrektorka szkoły | Halina Kozioł, żona wójta | Klaudia Kozioł, córka senatora | Krystyna Więcławska | Andrzej Więcławski | Jola Pietrek | Celina Hadziukowa | Dorotka, córka Lucy i ""Kusego"" | Marianek Solejuk | Kasia Solejuk | Syn Solejuków"
"44",4,44,"Polityka i czary",8.6,492,47,"Lucy Wilska | Wójt Paweł Kozioł / Ksiądz Piotr Kozioł | Jakub ""Kusy"" Sokołowski | Arkadiusz Czerepach | Barmanka Wioletka Kotecka | Policjant Stasiek Kotecki | Celina Hadziukowa | Tadeusz Hadziuk | Zofia Steć, babka zielarka | Patryk Pietrek | Jola Pietrek | Kazimiera Solejukowa | Maciej Solejuk | Księgowa Leokadia Czerepach / Księgowa Leokadia Paciorek | Dorotka, córka Lucy i ""Kusego"" | Krystyna Więcławska"
"45",4,45,"Wymiana międzypokoleniowa",8.6,486,49,"Lucy Wilska | Wójt Paweł Kozioł / Ksiądz Piotr Kozioł | Jakub ""Kusy"" Sokołowski | Michałowa, gospodyni księdza | Stacho Japycz, mąż Michałowej | Arkadiusz Czerepach | Andrzej Więcławski | Halina Kozioł, żona wójta | Doktor Mieczysław Wezół | Wiesława Oleś, dyrektorka szkoły | Polonista Tomasz Witebski | Patryk Pietrek | Jola Pietrek | Fabian Duda | Kazimiera Solejukowa | Maciej Solejuk | Klaudia Kozioł, córka senatora | Zofia Steć, babka zielarka | Barmanka Wioletka Kotecka | Policjant Stasiek Kotecki | Księgowa Leokadia Czerepach / Księgowa Leokadia Paciorek | Dorotka, córka Lucy i ""Kusego"" | Marianek Solejuk | Kasia Solejuk | Syn Solejuków | Krystyna Więcławska | Dorota Wezółowa | Ksiądz Wikary Robert"
"46",4,46,"Dzieci śmieci",8.6,482,48,"Lucy Wilska | Wójt Paweł Kozioł / Ksiądz Piotr Kozioł | Jakub ""Kusy"" Sokołowski | Michałowa, gospodyni księdza | Stacho Japycz, mąż Michałowej | Arkadiusz Czerepach | Klaudia Kozioł, córka senatora | Księgowa Leokadia Czerepach / Księgowa Leokadia Paciorek | Doktor Mieczysław Wezół | Policjant Stasiek Kotecki | Halina Kozioł, żona wójta | Tadeusz Hadziuk | Jola Pietrek | Patryk Pietrek | Kazimiera Solejukowa | Celina Hadziukowa | Wiesława Oleś, dyrektorka szkoły | Barmanka Wioletka Kotecka | Zofia Steć, babka zielarka | Polonista Tomasz Witebski | Dorotka, córka Lucy i ""Kusego"" | Krystyna Więcławska | Ksiądz Wikary Robert"
"47",4,47,"W samo popołudnie",9.2,720,48,"Lucy Wilska | Wójt Paweł Kozioł / Ksiądz Piotr Kozioł | Jakub ""Kusy"" Sokołowski | Michałowa, gospodyni księdza | Stacho Japycz, mąż Michałowej | Arkadiusz Czerepach | Kazimiera Solejukowa | Celina Hadziukowa | Barmanka Wioletka Kotecka | Polonista Tomasz Witebski | Księgowa Leokadia Czerepach / Księgowa Leokadia Paciorek | Fabian Duda | Patryk Pietrek | Tadeusz Hadziuk | Maciej Solejuk | Doktor Mieczysław Wezół | Andrzej Więcławski | Wiesława Oleś, dyrektorka szkoły | Halina Kozioł, żona wójta | Jola Pietrek | Zofia Steć, babka zielarka | Policjant Stasiek Kotecki | Marianek Solejuk | Kasia Solejuk | Syn Solejuków | Dorotka, córka Lucy i ""Kusego"" | Krystyna Więcławska | Dorota Wezółowa"
"48",4,48,"Bohaterski strajk",8.6,488,48,"Lucy Wilska | Wójt Paweł Kozioł / Ksiądz Piotr Kozioł | Jakub ""Kusy"" Sokołowski | Michałowa, gospodyni księdza | Stacho Japycz, mąż Michałowej | Arkadiusz Czerepach | Wiesława Oleś, dyrektorka szkoły | Doktor Mieczysław Wezół | Polonista Tomasz Witebski | Patryk Pietrek | Tadeusz Hadziuk | Maciej Solejuk | Księgowa Leokadia Czerepach / Księgowa Leokadia Paciorek | Kazimiera Solejukowa | Halina Kozioł, żona wójta | Fabian Duda | Policjant Stasiek Kotecki | Jola Pietrek | Marianek Solejuk | Kasia Solejuk | Syn Solejuków"
"49",4,49,"Debata",8.8,505,48,"Lucy Wilska | Wójt Paweł Kozioł / Ksiądz Piotr Kozioł | Jakub ""Kusy"" Sokołowski | Michałowa, gospodyni księdza | Stacho Japycz, mąż Michałowej | Arkadiusz Czerepach | Zofia Steć, babka zielarka | Patryk Pietrek | Maciej Solejuk | Tadeusz Hadziuk | Barmanka Wioletka Kotecka | Polonista Tomasz Witebski | Policjant Stasiek Kotecki | Księgowa Leokadia Czerepach / Księgowa Leokadia Paciorek | Fabian Duda | Halina Kozioł, żona wójta | Jola Pietrek | Doktor Mieczysław Wezół | Klaudia Kozioł, córka senatora | Kazimiera Solejukowa | Celina Hadziukowa | Wiesława Oleś, dyrektorka szkoły | Marianek Solejuk | Kasia Solejuk | Syn Solejuków | Dorotka, córka Lucy i ""Kusego"" | Krystyna Więcławska | Dorota Wezółowa"
"50",4,50,"Kontratak",8.7,495,48,"Lucy Wilska | Wójt Paweł Kozioł / Ksiądz Piotr Kozioł | Jakub ""Kusy"" Sokołowski | Michałowa, gospodyni księdza | Arkadiusz Czerepach | Halina Kozioł, żona wójta | Polonista Tomasz Witebski | Fabian Duda | Zofia Steć, babka zielarka | Księgowa Leokadia Czerepach / Księgowa Leokadia Paciorek | Patryk Pietrek | Jola Pietrek | Ksiądz Wikary Robert | Kazimiera Solejukowa | Krystyna Więcławska | Celina Hadziukowa | Maciej Solejuk | Marianek Solejuk | Kasia Solejuk | Syn Solejuków | Dorotka, córka Lucy i ""Kusego"""
"51",4,51,"Fałszerze uczuć",8.6,491,48,"Lucy Wilska | Wójt Paweł Kozioł / Ksiądz Piotr Kozioł | Jakub ""Kusy"" Sokołowski | Michałowa, gospodyni księdza | Stacho Japycz, mąż Michałowej | Arkadiusz Czerepach | Patryk Pietrek | Policjant Stasiek Kotecki | Księgowa Leokadia Czerepach / Księgowa Leokadia Paciorek | Kazimiera Solejukowa | Celina Hadziukowa | Tadeusz Hadziuk | Barmanka Wioletka Kotecka | Maciej Solejuk | Polonista Tomasz Witebski | Doktor Mieczysław Wezół | Wiesława Oleś, dyrektorka szkoły | Fabian Duda | Halina Kozioł, żona wójta | Marianek Solejuk | Kasia Solejuk | Syn Solejuków | Dorotka, córka Lucy i ""Kusego"" | Krystyna Więcławska | Ksiądz Wikary Robert | Dorota Wezółowa"
"52",4,52,"Zemsta i wybaczenie",8.9,542,49,"Lucy Wilska | Wójt Paweł Kozioł / Ksiądz Piotr Kozioł | Jakub ""Kusy"" Sokołowski | Michałowa, gospodyni księdza | Stacho Japycz, mąż Michałowej | Arkadiusz Czerepach | Księgowa Leokadia Czerepach / Księgowa Leokadia Paciorek | Klaudia Kozioł, córka senatora | Halina Kozioł, żona wójta | Barmanka Wioletka Kotecka | Patryk Pietrek | Ksiądz Wikary Robert | Wiesława Oleś, dyrektorka szkoły | Doktor Mieczysław Wezół | Dorota Wezółowa | Kazimiera Solejukowa | Krystyna Więcławska | Fabian Duda | Maciej Solejuk | Tadeusz Hadziuk | Celina Hadziukowa | Policjant Stasiek Kotecki | Polonista Tomasz Witebski | Andrzej Więcławski | Zofia Steć, babka zielarka | Jola Pietrek | Dorotka, córka Lucy i ""Kusego"""
"53",5,53,"Msza obywatelska",8.2,521,44,"Lucy Wilska | Wójt Paweł Kozioł / Ksiądz Piotr Kozioł | Jakub ""Kusy"" Sokołowski | Michałowa, gospodyni księdza | Stacho Japycz, mąż Michałowej | Arkadiusz Czerepach | Księgowa Leokadia Czerepach / Księgowa Leokadia Paciorek | Halina Kozioł, żona wójta | Barmanka Wioletka Kotecka | Policjant Stasiek Kotecki | Patryk Pietrek | Maciej Solejuk | Tadeusz Hadziuk | Kazimiera Solejukowa | Celina Hadziukowa | Andrzej Więcławski | Polonista Tomasz Witebski | Doktor Mieczysław Wezół | Wiesława Oleś, dyrektorka szkoły | Zofia Steć, babka zielarka | Fabian Duda | Jola Pietrek | Radny Myćko | Dorotka, córka Lucy i ""Kusego"" | Dorotka, córka Lucy i ""Kusego"" | Krystyna Więcławska | Ksiądz Wikary Robert"
"54",5,54,"Czysty biznes",8.3,500,45,"Lucy Wilska | Wójt Paweł Kozioł / Ksiądz Piotr Kozioł | Jakub ""Kusy"" Sokołowski | Michałowa, gospodyni księdza | Stacho Japycz, mąż Michałowej | Arkadiusz Czerepach | Halina Kozioł, żona wójta | Klaudia Kozioł, córka senatora | Księgowa Leokadia Czerepach / Księgowa Leokadia Paciorek | Barmanka Wioletka Kotecka | Policjant Stasiek Kotecki | Patryk Pietrek | Maciej Solejuk | Kazimiera Solejukowa | Tadeusz Hadziuk | Polonista Tomasz Witebski | Ksiądz Wikary Robert | Krystyna Więcławska | Andrzej Więcławski | Radny Myćko | Kasia Solejuk | Dorotka, córka Lucy i ""Kusego"" | Dorotka, córka Lucy i ""Kusego"""
"55",5,55,"Wielki powrót",8.3,487,46,"Lucy Wilska | Wójt Paweł Kozioł / Ksiądz Piotr Kozioł | Jakub ""Kusy"" Sokołowski | Michałowa, gospodyni księdza | Stacho Japycz, mąż Michałowej | Arkadiusz Czerepach | Halina Kozioł, żona wójta | Księgowa Leokadia Czerepach / Księgowa Leokadia Paciorek | Fabian Duda | Barmanka Wioletka Kotecka | Wiesława Oleś, dyrektorka szkoły | Doktor Mieczysław Wezół | Policjant Stasiek Kotecki | Maciej Solejuk | Kazimiera Solejukowa | Tadeusz Hadziuk | Celina Hadziukowa | Ksiądz Wikary Robert | Krystyna Więcławska | Farmaceuta Ryszard Polakowski | Radny Myćko | Kasia Solejuk | Syn Solejuków | Dorotka, córka Lucy i ""Kusego"" | Dorotka, córka Lucy i ""Kusego"""
"56",5,56,"Amerykańska baza",8.4,491,45,"Lucy Wilska | Wójt Paweł Kozioł / Ksiądz Piotr Kozioł | Jakub ""Kusy"" Sokołowski | Michałowa, gospodyni księdza | Stacho Japycz, mąż Michałowej | Halina Kozioł, żona wójta | Księgowa Leokadia Czerepach / Księgowa Leokadia Paciorek | Wiesława Oleś, dyrektorka szkoły | Doktor Mieczysław Wezół | Dorota Wezółowa | Policjant Stasiek Kotecki | Maciej Solejuk | Kazimiera Solejukowa | Tadeusz Hadziuk | Celina Hadziukowa | Ksiądz Wikary Robert | Krystyna Więcławska | Andrzej Więcławski | Patryk Pietrek | Jola Pietrek | Dorotka, córka Lucy i ""Kusego"" | Dorotka, córka Lucy i ""Kusego"" | Jagna Nowak"
"57",5,57,"Człowiek z Rio",8.4,482,45,"Lucy Wilska | Wójt Paweł Kozioł / Ksiądz Piotr Kozioł | Jakub ""Kusy"" Sokołowski | Michałowa, gospodyni księdza | Stacho Japycz, mąż Michałowej | Arkadiusz Czerepach | Księgowa Leokadia Czerepach / Księgowa Leokadia Paciorek | Doktor Mieczysław Wezół | Maciej Solejuk | Tadeusz Hadziuk | Patryk Pietrek | Fabian Duda | Halina Kozioł, żona wójta | Klaudia Kozioł, córka senatora | Barmanka Wioletka Kotecka | Farmaceuta Ryszard Polakowski | Jagna Nowak | Kazimiera Solejukowa | Ksiądz Wikary Robert"
"58",5,58,"Obcy Krajowcy",8.5,482,45,"Lucy Wilska | Wójt Paweł Kozioł / Ksiądz Piotr Kozioł | Jakub ""Kusy"" Sokołowski | Michałowa, gospodyni księdza | Stacho Japycz, mąż Michałowej | Arkadiusz Czerepach | Kazimiera Solejukowa | Krystyna Więcławska | Andrzej Więcławski | Celina Hadziukowa | Maciej Solejuk | Tadeusz Hadziuk | Policjant Stasiek Kotecki | Klaudia Kozioł, córka senatora | Fabian Duda | Barmanka Wioletka Kotecka | Patryk Pietrek | Polonista Tomasz Witebski | Jagna Nowak | Kinga, córka Grażyny | Francesca Andreoni"
"59",5,59,"Doktor Wezół",8.5,509,46,"Lucy Wilska | Wójt Paweł Kozioł / Ksiądz Piotr Kozioł | Jakub ""Kusy"" Sokołowski | Stacho Japycz, mąż Michałowej | Halina Kozioł, żona wójta | Doktor Mieczysław Wezół | Dorota Wezółowa | Dorotka, córka Lucy i ""Kusego"" | Dorotka, córka Lucy i ""Kusego"" | Farmaceuta Ryszard Polakowski | Arkadiusz Czerepach | Maciej Solejuk | Tadeusz Hadziuk | Patryk Pietrek | Polonista Tomasz Witebski | Jagna Nowak | Kinga, córka Grażyny | Francesca Andreoni"
"60",5,60,"Włoski rozłącznik",8.4,467,46,"Lucy Wilska | Wójt Paweł Kozioł / Ksiądz Piotr Kozioł | Jakub ""Kusy"" Sokołowski | Michałowa, gospodyni księdza | Stacho Japycz, mąż Michałowej | Doktor Mieczysław Wezół | Dorotka, córka Lucy i ""Kusego"" | Dorotka, córka Lucy i ""Kusego"" | Farmaceuta Ryszard Polakowski | Arkadiusz Czerepach | Maciej Solejuk | Tadeusz Hadziuk | Patryk Pietrek | Polonista Tomasz Witebski | Jagna Nowak | Kinga, córka Grażyny | Francesca Andreoni | Policjant Stasiek Kotecki | Klaudia Kozioł, córka senatora | Zofia Steć, babka zielarka | Księgowa Leokadia Czerepach / Księgowa Leokadia Paciorek | Jola Pietrek | Kazimiera Solejukowa | Andrzej Więcławski | Wiesława Oleś, dyrektorka szkoły | Barmanka Wioletka Kotecka | Ksiądz Wikary Robert"
"61",5,61,"Honor i zęby trzonowe",8.4,466,46,"Lucy Wilska | Wójt Paweł Kozioł / Ksiądz Piotr Kozioł | Jakub ""Kusy"" Sokołowski | Michałowa, gospodyni księdza | Stacho Japycz, mąż Michałowej | Celina Hadziukowa | Tadeusz Hadziuk | Polonista Tomasz Witebski | Doktor Mieczysław Wezół | Farmaceuta Ryszard Polakowski | Zofia Steć, babka zielarka | Fabian Duda | Ksiądz Wikary Robert | Krystyna Więcławska | Kazimiera Solejukowa | Andrzej Więcławski | Maciej Solejuk | Patryk Pietrek | Jola Pietrek | Barmanka Wioletka Kotecka | Kinga, córka Grażyny"
"62",5,62,"Przymus rekreacji",8.4,462,46,"Lucy Wilska | Wójt Paweł Kozioł / Ksiądz Piotr Kozioł | Jakub ""Kusy"" Sokołowski | Michałowa, gospodyni księdza | Stacho Japycz, mąż Michałowej | Arkadiusz Czerepach | Księgowa Leokadia Czerepach / Księgowa Leokadia Paciorek | Halina Kozioł, żona wójta | Fabian Duda | Patryk Pietrek | Jola Pietrek | Krystyna Więcławska | Policjant Stasiek Kotecki | Maciej Solejuk | Tadeusz Hadziuk | Ksiądz Wikary Robert | Zofia Steć, babka zielarka | Barmanka Wioletka Kotecka | Wiesława Oleś, dyrektorka szkoły | Celina Hadziukowa | Kazimiera Solejukowa | Doktor Mieczysław Wezół | Andrzej Więcławski | Radny Myćko | Farmaceuta Ryszard Polakowski | Kinga, córka Grażyny | Kasia Solejuk | Syn Solejuków"
"63",5,63,"Przewroty kopernikańskie",8.5,459,46,"Lucy Wilska | Wójt Paweł Kozioł / Ksiądz Piotr Kozioł | Jakub ""Kusy"" Sokołowski | Stacho Japycz, mąż Michałowej | Arkadiusz Czerepach | Księgowa Leokadia Czerepach / Księgowa Leokadia Paciorek | Halina Kozioł, żona wójta | Klaudia Kozioł, córka senatora | Fabian Duda | Kazimiera Solejukowa | Polonista Tomasz Witebski | Policjant Stasiek Kotecki | Barmanka Wioletka Kotecka | Ksiądz Wikary Robert | Patryk Pietrek | Maciej Solejuk | Tadeusz Hadziuk | Radny Myćko | Kinga, córka Grażyny | Dorotka, córka Lucy i ""Kusego"" | Dorotka, córka Lucy i ""Kusego"""
"64",5,64,"Nad Solejuków i Wargaczów domem",8.4,478,46,"Lucy Wilska | Wójt Paweł Kozioł / Ksiądz Piotr Kozioł | Jakub ""Kusy"" Sokołowski | Michałowa, gospodyni księdza | Stacho Japycz, mąż Michałowej | Arkadiusz Czerepach | Kazimiera Solejukowa | Maciej Solejuk | Księgowa Leokadia Czerepach / Księgowa Leokadia Paciorek | Halina Kozioł, żona wójta | Policjant Stasiek Kotecki | Patryk Pietrek | Jola Pietrek | Klaudia Kozioł, córka senatora | Fabian Duda | Tadeusz Hadziuk | Celina Hadziukowa | Doktor Mieczysław Wezół | Barmanka Wioletka Kotecka | Andrzej Więcławski | Wargacz | Wargaczowa | Kinga, córka Grażyny | Kasia Solejuk | Szymek Solejuk | Marianek Solejuk | Syn Solejuków | Ksiądz Wikary Robert | Dorota Wezółowa | Krystyna Więcławska"
"65",5,65,"Pakt z czartem",8.6,467,45,"Lucy Wilska | Wójt Paweł Kozioł / Ksiądz Piotr Kozioł | Jakub ""Kusy"" Sokołowski | Michałowa, gospodyni księdza | Stacho Japycz, mąż Michałowej | Arkadiusz Czerepach | Księgowa Leokadia Czerepach / Księgowa Leokadia Paciorek | Halina Kozioł, żona wójta | Polonista Tomasz Witebski | Kazimiera Solejukowa | Maciej Solejuk | Andrzej Więcławski | Doktor Mieczysław Wezół | Patryk Pietrek | Jola Pietrek | Tadeusz Hadziuk | Celina Hadziukowa | Wiesława Oleś, dyrektorka szkoły | Klaudia Kozioł, córka senatora | Fabian Duda | Policjant Stasiek Kotecki | Barmanka Wioletka Kotecka | Kinga, córka Grażyny | Francesca Andreoni | Radny Myćko | Myćkowa | Syn Solejuków | Dorotka, córka Lucy i ""Kusego"" | Dorotka, córka Lucy i ""Kusego"" | Ksiądz Wikary Robert | Krystyna Więcławska | Dorota Wezółowa"
"66",6,66,"Szlifierze diamentów",8.4,474,44,"Lucy Wilska | Wójt Paweł Kozioł / Ksiądz Piotr Kozioł | Jakub ""Kusy"" Sokołowski | Michałowa, gospodyni księdza | Stacho Japycz, mąż Michałowej | Arkadiusz Czerepach | Halina Kozioł, żona wójta | Maciej Solejuk | Tadeusz Hadziuk | Patryk Pietrek | Policjant Stasiek Kotecki | Wiesława Oleś, dyrektorka szkoły | Kinga, córka Grażyny | Księgowa Leokadia Czerepach / Księgowa Leokadia Paciorek | Ksiądz Maciej | Barmanka Wioletka Kotecka | Dorotka, córka Lucy i ""Kusego"" | Dorotka, córka Lucy i ""Kusego"""
"67",6,67,"Kozi róg",8.3,464,44,"Lucy Wilska | Wójt Paweł Kozioł / Ksiądz Piotr Kozioł | Jakub ""Kusy"" Sokołowski | Michałowa, gospodyni księdza | Stacho Japycz, mąż Michałowej | Arkadiusz Czerepach | Halina Kozioł, żona wójta | Klaudia Kozioł, córka senatora | Fabian Duda | Jola Pietrek | Patryk Pietrek | Kazimiera Solejukowa | Francesca Andreoni | Ksiądz Maciej | Polonista Tomasz Witebski | Kinga, córka Grażyny | Wiesława Oleś, dyrektorka szkoły | Maciej Solejuk | Tadeusz Hadziuk | Andrzej Więcławski | Myćkowa | Wargaczowa | Zosia | Dorotka, córka Lucy i ""Kusego"" | Dorotka, córka Lucy i ""Kusego"""
"68",6,68,"Narracja negacji",8.5,457,44,"Lucy Wilska | Wójt Paweł Kozioł / Ksiądz Piotr Kozioł | Jakub ""Kusy"" Sokołowski | Michałowa, gospodyni księdza | Stacho Japycz, mąż Michałowej | Arkadiusz Czerepach | Halina Kozioł, żona wójta | Celina Hadziukowa | Jola Pietrek | Patryk Pietrek | Andrzej Więcławski | Polonista Tomasz Witebski | Kinga, córka Grażyny | Kazimiera Solejukowa | Wiesława Oleś, dyrektorka szkoły | Klaudia Kozioł, córka senatora | Farmaceuta Ryszard Polakowski | Zofia Steć, babka zielarka | Tadeusz Hadziuk | Maciej Solejuk | Ksiądz Maciej | Myćkowa | Wargaczowa | Zosia | Dorotka, córka Lucy i ""Kusego"" | Dorotka, córka Lucy i ""Kusego"" | Krystyna Więcławska"
"69",6,69,"Wiatr w żaglach",8.4,449,43,"Lucy Wilska | Wójt Paweł Kozioł / Ksiądz Piotr Kozioł | Jakub ""Kusy"" Sokołowski | Michałowa, gospodyni księdza | Stacho Japycz, mąż Michałowej | Arkadiusz Czerepach | Farmaceuta Ryszard Polakowski | Policjant Stasiek Kotecki | Barmanka Wioletka Kotecka | Kazimiera Solejukowa | Celina Hadziukowa | Kinga, córka Grażyny | Ksiądz Maciej | Maciej Solejuk | Zofia Steć, babka zielarka | Andrzej Więcławski | Patryk Pietrek | Tadeusz Hadziuk | Jagna Nowak | Jola Pietrek | Myćkowa | Wargaczowa | Zosia | Wiesława Oleś, dyrektorka szkoły | Dorotka, córka Lucy i ""Kusego"" | Dorotka, córka Lucy i ""Kusego"" | Krystyna Więcławska"
"70",6,70,"Seks nocy letniej",8.3,448,43,"Lucy Wilska | Wójt Paweł Kozioł / Ksiądz Piotr Kozioł | Jakub ""Kusy"" Sokołowski | Michałowa, gospodyni księdza | Stacho Japycz, mąż Michałowej | Arkadiusz Czerepach | Halina Kozioł, żona wójta | Księgowa Leokadia Czerepach / Księgowa Leokadia Paciorek | Zofia Steć, babka zielarka | Andrzej Więcławski | Farmaceuta Ryszard Polakowski | Kazimiera Solejukowa | Maciej Solejuk | Celina Hadziukowa | Tadeusz Hadziuk | Myćkowa | Radny Myćko | Wargaczowa | Wargacz | Zosia | Klaudia Kozioł, córka senatora | Fabian Duda | Jagna Nowak | Barmanka Wioletka Kotecka | Patryk Pietrek | Marianek Solejuk | Dorotka, córka Lucy i ""Kusego"" | Dorotka, córka Lucy i ""Kusego"" | Kinga, córka Grażyny | Krystyna Więcławska | Dorota Wezółowa"
